"SYSTEM", "1", "SYSTEM", "System Start", " "
"Thread-8", "2145", "RW_Semaphore.java:105", "Line Step", " file=RW_Semaphore.java, line=105"
"Thread-8", "2146", "RW_Semaphore.java:105", "Field Read", " context=Database:1, w"
"Thread-8", "2147", "RW_Semaphore.java:109", "Line Step", " file=RW_Semaphore.java, line=109"
"Thread-8", "2148", "RW_Semaphore.java:109", "Field Read", " context=Database:1, wr"
"Thread-8", "2149", "RW_Semaphore.java:109", "Field Write", " context=Database:1, wr=5"
"Thread-8", "2150", "RW_Semaphore.java:110", "Line Step", " file=RW_Semaphore.java, line=110"
"Thread-8", "2151", "RW_Semaphore.java:110", "Field Read", " context=Database:1, s"
"Thread-8", "2152", "RW_Semaphore.java:112", "Line Step", " file=RW_Semaphore.java, line=112"
"Thread-9", "2153", "RW_Semaphore.java:114", "Line Step", " file=RW_Semaphore.java, line=114"
"Thread-8", "2154", "RW_Semaphore.java:112", "Field Read", " context=Database:1, sr"
"Thread-9", "2155", "RW_Semaphore.java:117", "Line Step", " file=RW_Semaphore.java, line=117"
"Thread-9", "2156", "RW_Semaphore.java:117", "Field Read", " context=Database:1, wr"
"Thread-9", "2157", "RW_Semaphore.java:117", "Field Write", " context=Database:1, wr=4"
"Thread-9", "2158", "RW_Semaphore.java:105", "Line Step", " file=RW_Semaphore.java, line=105"
"Thread-9", "2159", "RW_Semaphore.java:105", "Field Read", " context=Database:1, w"
"Thread-9", "2160", "RW_Semaphore.java:109", "Line Step", " file=RW_Semaphore.java, line=109"
"Thread-9", "2161", "RW_Semaphore.java:109", "Field Read", " context=Database:1, wr"
"Thread-9", "2162", "RW_Semaphore.java:109", "Field Write", " context=Database:1, wr=5"
"Thread-9", "2163", "RW_Semaphore.java:110", "Line Step", " file=RW_Semaphore.java, line=110"
"Thread-9", "2164", "RW_Semaphore.java:110", "Field Read", " context=Database:1, s"
"Thread-9", "2165", "RW_Semaphore.java:112", "Line Step", " file=RW_Semaphore.java, line=112"
"Thread-3", "2166", "RW_Semaphore.java:150", "Line Step", " file=RW_Semaphore.java, line=150"
"Thread-9", "2167", "RW_Semaphore.java:112", "Field Read", " context=Database:1, sr"
"Thread-3", "2168", "RW_Semaphore.java:154", "Line Step", " file=RW_Semaphore.java, line=154"
"Thread-3", "2169", "RW_Semaphore.java:154", "Field Read", " context=Database:1, r"
"Thread-3", "2170", "RW_Semaphore.java:154", "Field Read", " context=Database:1, w"
"Thread-3", "2171", "RW_Semaphore.java:155", "Line Step", " file=RW_Semaphore.java, line=155"
"Thread-3", "2172", "RW_Semaphore.java:155", "Field Read", " context=Database:1, ww"
"Thread-3", "2173", "RW_Semaphore.java:155", "Field Write", " context=Database:1, ww=4"
"Thread-3", "2174", "RW_Semaphore.java:156", "Line Step", " file=RW_Semaphore.java, line=156"
"Thread-3", "2175", "RW_Semaphore.java:156", "Field Read", " context=Database:1, s"
"Thread-3", "2176", "RW_Semaphore.java:158", "Line Step", " file=RW_Semaphore.java, line=158"
"Thread-4", "2177", "RW_Semaphore.java:175", "Line Step", " file=RW_Semaphore.java, line=175"
"Thread-3", "2178", "RW_Semaphore.java:158", "Field Read", " context=Database:1, sw"
"Thread-4", "2179", "RW_Semaphore.java:179", "Line Step", " file=RW_Semaphore.java, line=179"
"Thread-4", "2180", "RW_Semaphore.java:179", "Field Write", " context=Database:1, w=0"
"Thread-4", "2181", "RW_Semaphore.java:181", "Line Step", " file=RW_Semaphore.java, line=181"
"Thread-4", "2182", "RW_Semaphore.java:181", "Field Read", " context=Database:1, sw"
"Thread-4", "2183", "RW_Semaphore.java:181", "Variable Write", " context=Database:1#done_write:10, len=4"
"Thread-4", "2184", "RW_Semaphore.java:182", "Line Step", " file=RW_Semaphore.java, line=182"
"Thread-4", "2185", "RW_Semaphore.java:182", "Field Read", " context=Database:1, sw"
"Thread-4", "2186", "RW_Semaphore.java:183", "Line Step", " file=RW_Semaphore.java, line=183"
"Thread-0", "2187", "RW_Semaphore.java:159", "Line Step", " file=RW_Semaphore.java, line=159"
"Thread-1", "2188", "RW_Semaphore.java:159", "Line Step", " file=RW_Semaphore.java, line=159"
"Thread-2", "2189", "RW_Semaphore.java:159", "Line Step", " file=RW_Semaphore.java, line=159"
"Thread-3", "2190", "RW_Semaphore.java:159", "Line Step", " file=RW_Semaphore.java, line=159"
"Thread-4", "2191", "RW_Semaphore.java:183", "Field Read", " context=Database:1, sr"
"Thread-0", "2192", "RW_Semaphore.java:159", "Field Read", " context=Database:1, s"
"Thread-1", "2193", "RW_Semaphore.java:159", "Field Read", " context=Database:1, s"
"Thread-2", "2194", "RW_Semaphore.java:159", "Field Read", " context=Database:1, s"
"Thread-3", "2195", "RW_Semaphore.java:159", "Field Read", " context=Database:1, s"
"Thread-4", "2196", "RW_Semaphore.java:183", "Variable Write", " context=Database:1#done_write:10, len1=5"
"Thread-4", "2197", "RW_Semaphore.java:184", "Line Step", " file=RW_Semaphore.java, line=184"
"Thread-4", "2198", "RW_Semaphore.java:184", "Field Read", " context=Database:1, sr"
"Thread-4", "2199", "RW_Semaphore.java:186", "Line Step", " file=RW_Semaphore.java, line=186"
"Thread-5", "2200", "RW_Semaphore.java:113", "Line Step", " file=RW_Semaphore.java, line=113"
"Thread-6", "2201", "RW_Semaphore.java:113", "Line Step", " file=RW_Semaphore.java, line=113"
"Thread-7", "2202", "RW_Semaphore.java:113", "Line Step", " file=RW_Semaphore.java, line=113"
"Thread-8", "2203", "RW_Semaphore.java:113", "Line Step", " file=RW_Semaphore.java, line=113"
"Thread-9", "2204", "RW_Semaphore.java:113", "Line Step", " file=RW_Semaphore.java, line=113"
"Thread-4", "2205", "RW_Semaphore.java:186", "Field Read", " context=Database:1, s"
"Thread-5", "2206", "RW_Semaphore.java:113", "Field Read", " context=Database:1, s"
"Thread-6", "2207", "RW_Semaphore.java:113", "Field Read", " context=Database:1, s"
"Thread-7", "2208", "RW_Semaphore.java:113", "Field Read", " context=Database:1, s"
"Thread-8", "2209", "RW_Semaphore.java:113", "Field Read", " context=Database:1, s"
"Thread-9", "2210", "RW_Semaphore.java:113", "Field Read", " context=Database:1, s"
"Thread-4", "2211", "RW_Semaphore.java:187", "Line Step", " file=RW_Semaphore.java, line=187"
"Thread-0", "2212", "RW_Semaphore.java:160", "Line Step", " file=RW_Semaphore.java, line=160"
"Thread-4", "2213", "RW_Semaphore.java:187", "Method Exit", " returner=Database:1#done_write:10, value=<void>"
"Thread-0", "2214", "RW_Semaphore.java:163", "Line Step", " file=RW_Semaphore.java, line=163"
"Thread-4", "2215", "RW_Semaphore.java:81", "Method Returned", " "
"Thread-4", "2216", "RW_Semaphore.java:76", "Line Step", " file=RW_Semaphore.java, line=76"
"Thread-0", "2217", "RW_Semaphore.java:163", "Field Read", " context=Database:1, ww"
"Thread-4", "2218", "RW_Semaphore.java:76", "Variable Write", " context=Writer:5#run:5, i=2"
"Thread-4", "2219", "RW_Semaphore.java:77", "Line Step", " file=RW_Semaphore.java, line=77"
"Thread-0", "2220", "RW_Semaphore.java:163", "Field Write", " context=Database:1, ww=3"
"Thread-4", "2221", "RW_Semaphore.java:77", "Field Read", " context=Writer:5, d"
"Thread-0", "2222", "RW_Semaphore.java:154", "Line Step", " file=RW_Semaphore.java, line=154"
"Thread-4", "2223", "RW_Semaphore.java:77", "Method Call", " caller=Writer:5#run:5, target=Database:1#request_write:15"
"Thread-4", "2224", "RW_Semaphore.java:140", "Method Entered", " "
"Thread-4", "2225", "RW_Semaphore.java:149", "Line Step", " file=RW_Semaphore.java, line=149"
"Thread-0", "2226", "RW_Semaphore.java:154", "Field Read", " context=Database:1, r"
"Thread-4", "2227", "RW_Semaphore.java:149", "Field Read", " context=Database:1, s"
"Thread-0", "2228", "RW_Semaphore.java:154", "Field Read", " context=Database:1, w"
"Thread-0", "2229", "RW_Semaphore.java:165", "Line Step", " file=RW_Semaphore.java, line=165"
"Thread-0", "2230", "RW_Semaphore.java:165", "Field Write", " context=Database:1, w=1"
"Thread-0", "2231", "RW_Semaphore.java:167", "Line Step", " file=RW_Semaphore.java, line=167"
"Thread-0", "2232", "RW_Semaphore.java:167", "Field Read", " context=Database:1, s"
"Thread-0", "2233", "RW_Semaphore.java:168", "Line Step", " file=RW_Semaphore.java, line=168"
"Thread-1", "2234", "RW_Semaphore.java:160", "Line Step", " file=RW_Semaphore.java, line=160"
"Thread-0", "2235", "RW_Semaphore.java:168", "Method Exit", " returner=Database:1#request_write:11, value=<void>"
"Thread-1", "2236", "RW_Semaphore.java:163", "Line Step", " file=RW_Semaphore.java, line=163"
"Thread-0", "2237", "RW_Semaphore.java:77", "Method Returned", " "
"Thread-0", "2238", "RW_Semaphore.java:78", "Line Step", " file=RW_Semaphore.java, line=78"
"Thread-1", "2239", "RW_Semaphore.java:163", "Field Read", " context=Database:1, ww"
"Thread-0", "2240", "RW_Semaphore.java:78", "Field Read", " context=Writer:1, d"
"Thread-1", "2241", "RW_Semaphore.java:163", "Field Write", " context=Database:1, ww=2"
"Thread-0", "2242", "RW_Semaphore.java:78", "Field Read", " context=Writer:1, x"
"Thread-1", "2243", "RW_Semaphore.java:154", "Line Step", " file=RW_Semaphore.java, line=154"
"Thread-0", "2244", "RW_Semaphore.java:78", "Method Call", " caller=Writer:1#run:1, target=Database:1#write:11"
"Thread-0", "2245", "RW_Semaphore.java:193", "Method Entered", " "
"Thread-0", "2246", "RW_Semaphore.java:193", "Variable Write", " context=Database:1#write:11, x=1"
"Thread-0", "2247", "RW_Semaphore.java:194", "Line Step", " file=RW_Semaphore.java, line=194"
"Thread-1", "2248", "RW_Semaphore.java:154", "Field Read", " context=Database:1, r"
"Thread-0", "2249", "RW_Semaphore.java:194", "Field Read", " context=Database:1, data"
"Thread-1", "2250", "RW_Semaphore.java:154", "Field Read", " context=Database:1, w"
"Thread-0", "2251", "RW_Semaphore.java:194", "Field Write", " context=Database:1, data=22223"
"Thread-1", "2252", "RW_Semaphore.java:155", "Line Step", " file=RW_Semaphore.java, line=155"
"Thread-0", "2253", "RW_Semaphore.java:195", "Line Step", " file=RW_Semaphore.java, line=195"
"Thread-1", "2254", "RW_Semaphore.java:155", "Field Read", " context=Database:1, ww"
"Thread-0", "2255", "RW_Semaphore.java:195", "Method Exit", " returner=Database:1#write:11, value=<void>"
"Thread-1", "2256", "RW_Semaphore.java:155", "Field Write", " context=Database:1, ww=3"
"Thread-0", "2257", "RW_Semaphore.java:78", "Method Returned", " "
"Thread-0", "2258", "RW_Semaphore.java:79", "Line Step", " file=RW_Semaphore.java, line=79"
"Thread-1", "2259", "RW_Semaphore.java:156", "Line Step", " file=RW_Semaphore.java, line=156"
"Thread-1", "2260", "RW_Semaphore.java:156", "Field Read", " context=Database:1, s"
"Thread-1", "2261", "RW_Semaphore.java:158", "Line Step", " file=RW_Semaphore.java, line=158"
"Thread-2", "2262", "RW_Semaphore.java:160", "Line Step", " file=RW_Semaphore.java, line=160"
"Thread-1", "2263", "RW_Semaphore.java:158", "Field Read", " context=Database:1, sw"
"Thread-2", "2264", "RW_Semaphore.java:163", "Line Step", " file=RW_Semaphore.java, line=163"
"Thread-2", "2265", "RW_Semaphore.java:163", "Field Read", " context=Database:1, ww"
"Thread-2", "2266", "RW_Semaphore.java:163", "Field Write", " context=Database:1, ww=2"
"Thread-2", "2267", "RW_Semaphore.java:154", "Line Step", " file=RW_Semaphore.java, line=154"
"Thread-2", "2268", "RW_Semaphore.java:154", "Field Read", " context=Database:1, r"
"Thread-2", "2269", "RW_Semaphore.java:154", "Field Read", " context=Database:1, w"
"Thread-2", "2270", "RW_Semaphore.java:155", "Line Step", " file=RW_Semaphore.java, line=155"
"Thread-2", "2271", "RW_Semaphore.java:155", "Field Read", " context=Database:1, ww"
"Thread-2", "2272", "RW_Semaphore.java:155", "Field Write", " context=Database:1, ww=3"
"Thread-2", "2273", "RW_Semaphore.java:156", "Line Step", " file=RW_Semaphore.java, line=156"
"Thread-2", "2274", "RW_Semaphore.java:156", "Field Read", " context=Database:1, s"
"Thread-2", "2275", "RW_Semaphore.java:158", "Line Step", " file=RW_Semaphore.java, line=158"
"Thread-3", "2276", "RW_Semaphore.java:160", "Line Step", " file=RW_Semaphore.java, line=160"
"Thread-2", "2277", "RW_Semaphore.java:158", "Field Read", " context=Database:1, sw"
"Thread-3", "2278", "RW_Semaphore.java:163", "Line Step", " file=RW_Semaphore.java, line=163"
"Thread-3", "2279", "RW_Semaphore.java:163", "Field Read", " context=Database:1, ww"
"Thread-3", "2280", "RW_Semaphore.java:163", "Field Write", " context=Database:1, ww=2"
"Thread-3", "2281", "RW_Semaphore.java:154", "Line Step", " file=RW_Semaphore.java, line=154"
"Thread-3", "2282", "RW_Semaphore.java:154", "Field Read", " context=Database:1, r"
"Thread-3", "2283", "RW_Semaphore.java:154", "Field Read", " context=Database:1, w"
"Thread-3", "2284", "RW_Semaphore.java:155", "Line Step", " file=RW_Semaphore.java, line=155"
"Thread-3", "2285", "RW_Semaphore.java:155", "Field Read", " context=Database:1, ww"
"Thread-3", "2286", "RW_Semaphore.java:155", "Field Write", " context=Database:1, ww=3"
"Thread-3", "2287", "RW_Semaphore.java:156", "Line Step", " file=RW_Semaphore.java, line=156"
"Thread-3", "2288", "RW_Semaphore.java:156", "Field Read", " context=Database:1, s"
"Thread-3", "2289", "RW_Semaphore.java:158", "Line Step", " file=RW_Semaphore.java, line=158"
"Thread-5", "2290", "RW_Semaphore.java:114", "Line Step", " file=RW_Semaphore.java, line=114"
"Thread-3", "2291", "RW_Semaphore.java:158", "Field Read", " context=Database:1, sw"
"Thread-5", "2292", "RW_Semaphore.java:117", "Line Step", " file=RW_Semaphore.java, line=117"
"Thread-5", "2293", "RW_Semaphore.java:117", "Field Read", " context=Database:1, wr"
"Thread-5", "2294", "RW_Semaphore.java:117", "Field Write", " context=Database:1, wr=4"
"Thread-5", "2295", "RW_Semaphore.java:105", "Line Step", " file=RW_Semaphore.java, line=105"
"Thread-5", "2296", "RW_Semaphore.java:105", "Field Read", " context=Database:1, w"
"Thread-5", "2297", "RW_Semaphore.java:109", "Line Step", " file=RW_Semaphore.java, line=109"
"Thread-5", "2298", "RW_Semaphore.java:109", "Field Read", " context=Database:1, wr"
"Thread-5", "2299", "RW_Semaphore.java:109", "Field Write", " context=Database:1, wr=5"
"Thread-5", "2300", "RW_Semaphore.java:110", "Line Step", " file=RW_Semaphore.java, line=110"
"Thread-5", "2301", "RW_Semaphore.java:110", "Field Read", " context=Database:1, s"
"Thread-5", "2302", "RW_Semaphore.java:112", "Line Step", " file=RW_Semaphore.java, line=112"
"Thread-6", "2303", "RW_Semaphore.java:114", "Line Step", " file=RW_Semaphore.java, line=114"
"Thread-5", "2304", "RW_Semaphore.java:112", "Field Read", " context=Database:1, sr"
"Thread-6", "2305", "RW_Semaphore.java:117", "Line Step", " file=RW_Semaphore.java, line=117"
"Thread-6", "2306", "RW_Semaphore.java:117", "Field Read", " context=Database:1, wr"
"Thread-6", "2307", "RW_Semaphore.java:117", "Field Write", " context=Database:1, wr=4"
"Thread-6", "2308", "RW_Semaphore.java:105", "Line Step", " file=RW_Semaphore.java, line=105"
"Thread-6", "2309", "RW_Semaphore.java:105", "Field Read", " context=Database:1, w"
"Thread-6", "2310", "RW_Semaphore.java:109", "Line Step", " file=RW_Semaphore.java, line=109"
"Thread-6", "2311", "RW_Semaphore.java:109", "Field Read", " context=Database:1, wr"
"Thread-6", "2312", "RW_Semaphore.java:109", "Field Write", " context=Database:1, wr=5"
"Thread-6", "2313", "RW_Semaphore.java:110", "Line Step", " file=RW_Semaphore.java, line=110"
"Thread-6", "2314", "RW_Semaphore.java:110", "Field Read", " context=Database:1, s"
"Thread-6", "2315", "RW_Semaphore.java:112", "Line Step", " file=RW_Semaphore.java, line=112"
"Thread-7", "2316", "RW_Semaphore.java:114", "Line Step", " file=RW_Semaphore.java, line=114"
"Thread-6", "2317", "RW_Semaphore.java:112", "Field Read", " context=Database:1, sr"
"Thread-7", "2318", "RW_Semaphore.java:117", "Line Step", " file=RW_Semaphore.java, line=117"
"Thread-7", "2319", "RW_Semaphore.java:117", "Field Read", " context=Database:1, wr"
"Thread-7", "2320", "RW_Semaphore.java:117", "Field Write", " context=Database:1, wr=4"
"Thread-7", "2321", "RW_Semaphore.java:105", "Line Step", " file=RW_Semaphore.java, line=105"
"Thread-7", "2322", "RW_Semaphore.java:105", "Field Read", " context=Database:1, w"
"Thread-0", "2323", "RW_Semaphore.java:81", "Line Step", " file=RW_Semaphore.java, line=81"
"Thread-7", "2324", "RW_Semaphore.java:109", "Line Step", " file=RW_Semaphore.java, line=109"
"Thread-0", "2325", "RW_Semaphore.java:81", "Field Read", " context=Writer:1, d"
"Thread-7", "2326", "RW_Semaphore.java:109", "Field Read", " context=Database:1, wr"
"Thread-0", "2327", "RW_Semaphore.java:81", "Method Call", " caller=Writer:1#run:1, target=Database:1#done_write:11"
"Thread-0", "2328", "RW_Semaphore.java:170", "Method Entered", " "
"Thread-0", "2329", "RW_Semaphore.java:174", "Line Step", " file=RW_Semaphore.java, line=174"
"Thread-7", "2330", "RW_Semaphore.java:109", "Field Write", " context=Database:1, wr=5"
"Thread-0", "2331", "RW_Semaphore.java:174", "Field Read", " context=Database:1, s"
"Thread-7", "2332", "RW_Semaphore.java:110", "Line Step", " file=RW_Semaphore.java, line=110"
"Thread-7", "2333", "RW_Semaphore.java:110", "Field Read", " context=Database:1, s"
"Thread-7", "2334", "RW_Semaphore.java:112", "Line Step", " file=RW_Semaphore.java, line=112"
"Thread-8", "2335", "RW_Semaphore.java:114", "Line Step", " file=RW_Semaphore.java, line=114"
"Thread-7", "2336", "RW_Semaphore.java:112", "Field Read", " context=Database:1, sr"
"Thread-8", "2337", "RW_Semaphore.java:117", "Line Step", " file=RW_Semaphore.java, line=117"
"Thread-8", "2338", "RW_Semaphore.java:117", "Field Read", " context=Database:1, wr"
"Thread-8", "2339", "RW_Semaphore.java:117", "Field Write", " context=Database:1, wr=4"
"Thread-8", "2340", "RW_Semaphore.java:105", "Line Step", " file=RW_Semaphore.java, line=105"
"Thread-8", "2341", "RW_Semaphore.java:105", "Field Read", " context=Database:1, w"
"Thread-8", "2342", "RW_Semaphore.java:109", "Line Step", " file=RW_Semaphore.java, line=109"
"Thread-8", "2343", "RW_Semaphore.java:109", "Field Read", " context=Database:1, wr"
"Thread-8", "2344", "RW_Semaphore.java:109", "Field Write", " context=Database:1, wr=5"
"Thread-8", "2345", "RW_Semaphore.java:110", "Line Step", " file=RW_Semaphore.java, line=110"
"Thread-8", "2346", "RW_Semaphore.java:110", "Field Read", " context=Database:1, s"
